"Muricy Ramalho é abordado e discute com guarda civil em praia interditada de Bertioga: 'Anteciparam o fechamento da praia e não avisaram'";
"Entenda por que é errado usar máscara contra o coronavírus no queixo ou deixar o nariz descoberto";
"Câmara de Dourados aprova multas para quem não usar máscara ou fazer festas na cidade";
"Começa a valer lei que torna uso de máscara obrigatório em AL";
"Corrida nos parques de Maringá é liberada, mas não sem máscara";
"Guarda Municipal registra aglomerações de pessoas sem máscara em bares e praças de Curitiba; VÍDEO";
"Paciente reclama de médico sem máscara, sujeira e falta de distanciamento em UPA de BH";
"Justiça determina que morador use máscara em condomínio sob pena de multa no litoral de SP";
"Câmara de Dourados quer multas pra quem não usar máscara ou promover festas";
"Telespectadora mostra vídeo de pessoas sem máscara na Ceasa, ES";
"Covid-19: Servidora da Saúde de Candeias é flagrada aplicando vacina sem usar máscara e recebe advertência";
"Dezenas se reúnem sem máscaras para ver jovens empinando motos no litoral de SP, VEJA";
"Motorista de ônibus relata agressão ao pedir para passageiro usar máscara em Campinas";
"Flagrante de pessoas sem máscara no Mercado Público e aglomeração na Cascata do Crato";
"Entenda a diferença entre as proteções oferecidas por diferentes máscaras";
"Motorista de ônibus é agredido em Campinas após pedir para passageiro usar máscara";
"Com Pazuello, Bolsonaro vai a Goianápolis e, sem máscara, causa aglomeração";
"Motorista de ônibus pede a passageiro que use máscara e é agredido em Campinas";
"Polícia interrompe festa clandestina com jovens aglomerados e sem máscara na Zona Leste de SP";
"GCM realiza 208 abordagens e aplica 5 multas em pessoas sem máscara em Santos, SP";
"Capitão da PM se recusa a usar máscara em abordagem e recebe multa de R$ 300 no litoral de SP";
"VÍDEO: Banda avisa, e clientes correm para pôr máscara e sentar quando fiscais chegam a bar em Florianópolis";
"VÍDEO: sem máscara, Bolsonaro provoca aglomeração em visita a Goiás";
"Polícia Civil interrompe mais uma festa clandestina com jovens aglomerados e sem máscara na Zona Norte de SP";
"Prefeito de Poços de Caldas é flagrado com pessoas sem máscaras em bar multado por aglomeração";
"Com Pazuello, Bolsonaro vai a Goianápolis e, sem máscara, causa aglomeração";
"Bares e distribuidoras são flagrados abertos fora do horário permitido em Porto Velho";
